item_order,participantID,age,sex,list,itemID,item,is_correct,response,correctness,answeing_time,target_sentence_position,number_of_propositions,condition,plausibility,arithmetic,task,r10_equationID,r10_response,r10_rt,r20_equationID,r20_response,r20_rt,r30_equationID,r30_response,r30_rt,r40_equationID,r40_response,r40_rt,comment,r10_is_correct,r10_correctness,r20_is_correct,r20_correctness,r30_is_correct,r30_correctness,r40_is_correct,r40_correctness,eq_acc_trial,eq_n_trial
62,79632918,61,female,A,12041,281,F,F,1,3675,third,three,DativeConstruction,plausible,1digit_2addition,dual_task,x7221,17,3319,x7222,6,2538,x7223,11,3138,*,NA,NA,NULL,17,1,6,1,11,1,NA,NA,1,3
38,79632918,61,female,A,11561,41,F,F,1,2044,third,three,Transitive,plausible,1digit_2addition,dual_task,x5301,9,2217,x5302,10,2986,x5303,10,2670,*,NA,NA,NULL,9,1,10,1,10,1,NA,NA,1,3
44,79632918,61,female,A,7861,101,J,F,0,4608,first,three,Passive,plausible,1digit_2addition,dual_task,x721,17,2766,x722,6,2132,x723,15,3100,*,NA,NA,NULL,17,1,6,1,15,1,NA,NA,1,3
39,79632918,61,female,A,11562,42,F,F,1,2441,third,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5305,NA,NA,x5306,NA,NA,x5307,NA,NA,*,NA,NA,NULL,11,NA,15,NA,10,NA,NA,NA,NA,0
35,79632918,61,female,A,11602,2,F,F,1,3301,second,three,Transitive,implausible,1digit_2addition,dual_task,x5465,10,3061,x5466,6,2434,x5467,11,3189,*,NA,NA,NULL,10,1,6,1,11,1,NA,NA,1,3
82,79632918,61,female,A,8641,481,J,J,1,1554,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,79632918,61,female,A,12581,501,F,F,1,3837,third,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9401,NA,NA,x9402,NA,NA,x9403,NA,NA,*,NA,NA,NULL,16,NA,7,NA,7,NA,NA,NA,NA,0
49,79632918,61,female,A,11822,142,F,F,1,3728,first,three,Passive,implausible,1digit_2addition,single_task,stableman,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,79632918,61,female,A,7822,62,J,J,1,5218,second,three,Transitive,implausible,1digit_2addition,dual_task,x565,13,3021,x566,6,1949,x567,10,2248,*,NA,NA,NULL,13,1,6,1,10,1,NA,NA,1,3
34,79632918,61,female,A,7681,1,J,J,1,5074,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,79632918,61,female,A,11621,21,F,F,1,1504,third,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5541,NA,NA,x5542,NA,NA,x5543,NA,NA,*,NA,NA,NULL,13,NA,6,NA,11,NA,NA,NA,NA,0
61,79632918,61,female,A,12102,262,F,F,1,3645,third,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,assignment,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
61,66620514,22,female,A,12102,262,F,F,1,2791,third,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,assignment,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
59,66620514,22,female,A,12082,242,F,J,0,5776,second,three,DativeConstruction,implausible,1digit_2addition,dual_task,x7385,10,1734,x7386,15,1687,x7387,9,1477,*,NA,NA,NULL,10,1,15,1,9,1,NA,NA,1,3
37,66620514,22,female,A,11622,22,F,F,1,3378,third,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,66620514,22,female,A,11621,21,F,F,1,1856,third,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5541,NA,NA,x5542,NA,NA,x5543,NA,NA,*,NA,NA,NULL,13,NA,6,NA,11,NA,NA,NA,NA,0
34,66620514,22,female,A,7681,1,J,J,1,2036,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35,66620514,22,female,A,11602,2,F,F,1,2758,second,three,Transitive,implausible,1digit_2addition,dual_task,x5465,10,1626,x5466,6,1579,x5467,11,1650,*,NA,NA,NULL,10,1,6,1,11,1,NA,NA,1,3
49,66620514,22,female,A,11822,142,F,F,1,3632,first,three,Passive,implausible,1digit_2addition,single_task,stableman,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
48,66620514,22,female,A,11821,141,F,F,1,3017,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x6341,NA,NA,x6342,NA,NA,x6343,NA,NA,*,NA,NA,NULL,13,NA,6,NA,11,NA,NA,NA,NA,0
43,66620514,22,female,A,7922,82,J,J,1,2303,first,three,Passive,implausible,1digit_2addition,single_task,leper,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89,66620514,22,female,A,8782,542,J,J,1,3558,second,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x4425,7,2234,x4426,11,2970,x4427,13,2474,*,NA,NA,NULL,7,1,11,1,13,1,NA,NA,1,3
83,66620514,22,female,A,12562,482,F,F,1,2352,second,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x9325,2,1324,x9326,11,1634,x9327,5,1392,*,NA,NA,NULL,2,1,11,1,5,1,NA,NA,1,3
58,66620514,22,female,A,8161,241,J,J,1,2166,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,mariner.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
88,66620514,22,female,A,12541,541,F,F,1,3437,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
45,66620514,22,female,A,7862,102,J,J,1,3644,first,three,Passive,plausible,1digit_2addition,noisy_single_task,x725,NA,NA,x726,NA,NA,x727,NA,NA,*,NA,NA,NULL,15,NA,11,NA,14,NA,NA,NA,NA,0
46,66620514,22,female,A,7881,121,J,J,1,1294,second,three,Passive,plausible,1digit_2addition,single_task,assembled,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
42,66620514,22,female,A,7921,81,J,J,1,2483,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x961,NA,NA,x962,NA,NA,x963,NA,NA,*,NA,NA,NULL,13,NA,6,NA,10,NA,NA,NA,NA,0
87,66620514,22,female,A,12522,522,F,F,1,1664,third,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9165,NA,NA,x9166,NA,NA,x9167,NA,NA,*,NA,NA,NULL,4,NA,16,NA,10,NA,NA,NA,NA,0
62,66620514,22,female,A,12041,281,F,F,1,2352,third,three,DativeConstruction,plausible,1digit_2addition,dual_task,x7221,17,1471,x7222,6,1213,x7223,11,1628,*,NA,NA,NULL,17,1,6,1,11,1,NA,NA,1,3
44,66620514,22,female,A,7861,101,J,J,1,3248,first,three,Passive,plausible,1digit_2addition,dual_task,x721,17,1634,x722,6,1734,x723,15,1500,*,NA,NA,NULL,17,1,6,1,15,1,NA,NA,1,3
86,66620514,22,female,A,12521,521,F,F,1,1780,third,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9161,14,2313,x9162,9,1185,x9163,13,1761,*,NA,NA,NULL,14,1,9,1,13,1,NA,NA,1,3
41,66620514,22,female,A,7822,62,J,J,1,1272,second,three,Transitive,implausible,1digit_2addition,dual_task,x565,13,1919,x566,6,1444,x567,10,1552,*,NA,NA,NULL,13,1,6,1,10,1,NA,NA,1,3
82,66620514,22,female,A,8641,481,J,J,1,1680,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
64,66620514,22,female,A,12061,301,F,F,1,4055,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,actuary.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47,66620514,22,female,A,11802,122,F,F,1,4014,third,three,Passive,implausible,1digit_2addition,dual_task,x6265,14,1543,x6266,10,2052,x6267,6,1370,*,NA,NA,NULL,14,1,10,1,6,1,NA,NA,1,3
63,66620514,22,female,A,12042,282,F,F,1,1899,third,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7225,NA,NA,x7226,NA,NA,x7227,NA,NA,*,NA,NA,NULL,6,NA,14,NA,16,NA,NA,NA,NA,0
40,66620514,22,female,A,11581,61,F,F,1,2888,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,66620514,22,female,A,12581,501,F,F,1,2330,third,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9401,NA,NA,x9402,NA,NA,x9403,NA,NA,*,NA,NA,NULL,16,NA,7,NA,7,NA,NA,NA,NA,0
39,66620514,22,female,A,11562,42,F,F,1,1215,third,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5305,NA,NA,x5306,NA,NA,x5307,NA,NA,*,NA,NA,NULL,11,NA,15,NA,10,NA,NA,NA,NA,0
85,66620514,22,female,A,12582,502,F,F,1,1676,third,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
60,66620514,22,female,A,12101,261,F,F,1,3225,third,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7461,NA,NA,x7462,NA,NA,x7463,NA,NA,x7464,NA,NA,NULL,11,NA,7,NA,11,NA,8,NA,NA,0
38,66620514,22,female,A,11561,41,F,F,1,1595,third,three,Transitive,plausible,1digit_2addition,dual_task,x5301,9,1293,x5302,10,1725,x5303,10,1672,*,NA,NA,NULL,9,1,10,1,10,1,NA,NA,1,3
88,80864880,46,female,C,12541,541,F,F,1,4060,first,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9241,9,2118,x9242,6,2160,x9243,11,2356,*,NA,NA,NULL,9,1,6,1,11,1,NA,NA,1,3
89,80864880,46,female,C,12542,542,F,F,1,6356,first,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9245,NA,NA,x9246,NA,NA,x9247,NA,NA,*,NA,NA,NULL,7,NA,9,NA,18,NA,NA,NA,NA,0
64,80864880,46,female,C,12061,301,F,F,1,5671,first,three,DativeConstruction,plausible,1digit_2addition,dual_task,x7301,4,2036,x7302,18,1964,x7303,6,1730,*,NA,NA,NULL,4,1,18,1,6,1,NA,NA,1,3
37,80864880,46,female,C,11622,22,F,F,1,2829,third,three,Transitive,implausible,1digit_2addition,dual_task,x5545,12,1940,x5546,15,2054,x5547,6,1982,*,NA,NA,NULL,12,1,15,1,6,1,NA,NA,1,3
41,80864880,46,female,C,11582,62,F,F,1,3857,first,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5385,NA,NA,x5386,NA,NA,x5387,NA,NA,*,NA,NA,NULL,9,NA,12,NA,10,NA,NA,NA,NA,0
40,80864880,46,female,C,11581,61,F,F,1,5632,first,three,Transitive,plausible,1digit_2addition,dual_task,x5381,14,3248,x5382,15,3221,x5383,15,3019,*,NA,NA,NULL,14,1,15,1,15,1,NA,NA,1,3
87,80864880,46,female,C,12602,522,F,F,1,3684,first,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
62,80864880,46,female,C,12121,281,F,F,1,4961,first,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7561,NA,NA,x7562,NA,NA,x7563,NA,NA,*,NA,NA,NULL,7,NA,5,NA,4,NA,NA,NA,NA,0
38,80864880,46,female,C,11641,41,F,F,1,4519,first,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5621,NA,NA,x5622,NA,NA,x5623,NA,NA,*,NA,NA,NULL,11,NA,11,NA,8,NA,NA,NA,NA,0
45,80864880,46,female,C,7942,102,J,J,1,2183,second,three,Passive,implausible,1digit_2addition,single_task,knocked,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
43,80864880,46,female,C,7922,82,J,J,1,3084,first,three,Passive,implausible,1digit_2addition,dual_task,x965,13,2955,x966,6,5189,x967,8,2541,*,NA,NA,NULL,13,1,6,1,8,1,NA,NA,1,3
59,80864880,46,female,C,8162,242,J,J,1,3908,first,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x1925,NA,NA,x1926,NA,NA,x1927,NA,NA,*,NA,NA,NULL,14,NA,15,NA,3,NA,NA,NA,NA,0
58,80864880,46,female,C,8161,241,J,J,1,2848,first,three,DativeConstruction,plausible,1digit_2addition,dual_task,x1921,8,2504,x1922,8,2075,x1923,10,2285,*,5,3111,NULL,8,1,8,1,10,1,NA,NA,1,3
34,80864880,46,female,C,7681,1,J,J,1,4151,first,three,Transitive,plausible,1digit_2addition,dual_task,x1,8,2684,x2,6,2262,x3,13,2517,*,5,3111,NULL,8,1,6,1,13,1,NA,NA,1,3
47,80864880,46,female,C,7882,122,J,J,1,2252,second,three,Passive,plausible,1digit_2addition,noisy_single_task,x805,NA,NA,x806,NA,NA,x807,NA,NA,*,5,3111,NULL,11,NA,9,NA,11,NA,NA,NA,NA,0
46,80864880,46,female,C,7881,121,J,J,1,2390,second,three,Passive,plausible,1digit_2addition,dual_task,x801,15,1831,x802,11,1228,x803,4,1003,*,5,3111,NULL,15,1,11,1,4,1,NA,NA,1,3
60,80864880,46,female,C,8181,261,J,J,1,2645,second,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,psychiatrist.,NA,NA,*,NA,NA,*,5,3111,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,80864880,46,female,C,8661,501,J,J,1,2879,second,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,5,3111,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
48,80864880,46,female,C,7901,141,J,J,1,1770,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,5,3111,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
65,80864880,46,female,C,12062,302,F,F,1,3167,first,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7305,NA,NA,x7306,NA,NA,x7307,NA,NA,*,5,3111,NULL,15,NA,12,NA,9,NA,NA,NA,NA,0
86,80864880,46,female,C,12601,521,F,F,1,2507,first,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9481,NA,NA,x9482,NA,NA,x9483,NA,NA,*,5,3111,NULL,10,NA,2,NA,7,NA,NA,NA,NA,0
44,80864880,46,female,C,7941,101,J,J,1,2352,second,three,Passive,implausible,1digit_2addition,noisy_single_task,x1041,NA,NA,x1042,NA,NA,x1043,NA,NA,*,5,3111,NULL,12,NA,4,NA,11,NA,NA,NA,NA,0
42,80864880,46,female,C,11681,81,F,F,1,2758,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,5,3111,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
39,80864880,46,female,C,11642,42,F,F,1,2669,first,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,5,3111,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,80864880,46,female,C,7701,21,J,J,1,2117,second,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,5,3111,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
63,80864880,46,female,C,12122,282,F,F,1,3160,first,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,regular.,NA,NA,*,NA,NA,*,5,3111,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49,80864880,46,female,C,11822,142,F,F,1,4499,first,three,Passive,implausible,1digit_2addition,dual_task,x6345,9,1388,x6346,14,1661,x6347,12,1255,*,5,3111,NULL,9,1,14,1,12,1,NA,NA,1,3
82,80864880,46,female,C,8641,481,J,J,1,5163,first,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x3861,13,1643,x3862,10,2044,x3863,10,1269,*,5,3111,NULL,13,1,10,1,10,1,NA,NA,1,3
85,80864880,46,female,C,12582,502,F,F,1,2336,third,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x9405,8,1442,x9406,16,1115,x9407,8,1084,*,5,3111,NULL,8,1,16,1,8,1,NA,NA,1,3
35,80864880,46,female,C,7682,2,J,J,1,2104,first,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5,NA,NA,x6,NA,NA,x7,NA,NA,*,5,3111,NULL,8,NA,10,NA,12,NA,NA,NA,NA,0
83,80864880,46,female,C,8642,482,J,J,1,3399,first,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x3865,NA,NA,x3866,NA,NA,x3867,NA,NA,*,5,3111,NULL,13,NA,11,NA,11,NA,NA,NA,NA,0
35,2253596,41,male,E,7762,2,J,F,0,3790,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47,2253596,41,male,E,7962,122,J,J,1,2991,third,three,Passive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
44,2253596,41,male,E,11701,101,F,F,1,3723,first,three,Passive,plausible,1digit_2addition,single_task,despot,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
59,2253596,41,male,E,8242,242,J,J,1,8989,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,coroner.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
42,2253596,41,male,E,11681,81,F,F,1,2400,third,three,Passive,plausible,1digit_2addition,dual_task,x5781,13,4732,x5782,13,8204,x5783,4,2685,*,NA,NA,NULL,13,1,13,1,4,1,NA,NA,1,3
60,2253596,41,male,E,8181,261,J,F,0,5837,second,three,DativeConstruction,plausible,1digit_2addition,dual_task,x2001,10,4622,x2002,16,2827,x2003,7,2204,*,NA,NA,NULL,10,1,16,1,7,1,NA,NA,1,3
36,2253596,41,male,E,7701,21,J,J,1,2094,second,three,Transitive,plausible,1digit_2addition,dual_task,x81,6,1930,x82,7,2058,x83,10,2973,*,NA,NA,NULL,6,1,7,1,10,1,NA,NA,1,3
34,2253596,41,male,E,7761,1,J,J,1,2106,second,three,Transitive,implausible,1digit_2addition,noisy_single_task,x321,NA,NA,x322,NA,NA,x323,NA,NA,*,NA,NA,NULL,10,NA,11,NA,10,NA,NA,NA,NA,0
38,2253596,41,male,E,7721,41,J,J,1,1581,third,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
64,2253596,41,male,E,12141,301,F,J,0,3675,second,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7641,NA,NA,x7642,NA,NA,x7643,NA,NA,*,NA,NA,NULL,11,NA,8,NA,10,NA,NA,NA,NA,0
86,2253596,41,male,E,8681,521,J,J,1,1915,third,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
63,2253596,41,male,E,12122,282,F,F,1,9840,first,three,DativeConstruction,implausible,1digit_2addition,dual_task,x7565,9,2128,x7566,9,1680,x7567,6,2268,*,NA,NA,NULL,9,1,9,1,6,1,NA,NA,1,3
62,2253596,41,male,E,8201,281,J,J,1,2029,third,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,department.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
88,2253596,41,male,E,12621,541,F,F,1,2720,second,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9561,NA,NA,x9562,NA,NA,x9563,NA,NA,*,NA,NA,NULL,9,NA,11,NA,16,NA,NA,NA,NA,0
61,2253596,41,male,E,8182,262,J,F,0,3343,second,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x2005,NA,NA,x2006,NA,NA,x2007,NA,NA,*,NA,NA,NULL,9,NA,3,NA,10,NA,NA,NA,NA,0
41,2253596,41,male,E,11662,62,F,F,1,3358,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84,2253596,41,male,E,8661,501,J,J,1,2142,second,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x3941,9,2111,x3942,7,1471,x3943,4,2128,*,NA,NA,NULL,9,1,7,1,4,1,NA,NA,1,3
43,2253596,41,male,E,11682,82,F,F,1,2048,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x5785,NA,NA,x5786,NA,NA,x5787,NA,NA,*,NA,NA,NULL,10,NA,9,NA,12,NA,NA,NA,NA,0
40,2253596,41,male,E,11661,61,F,F,1,4768,second,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5701,NA,NA,x5702,NA,NA,x5703,NA,NA,*,NA,NA,NULL,10,NA,9,NA,16,NA,NA,NA,NA,0
48,2253596,41,male,E,7901,141,J,J,1,1819,third,three,Passive,plausible,1digit_2addition,dual_task,x881,14,2719,x882,6,2012,x883,8,1839,*,NA,NA,NULL,14,1,6,1,8,1,NA,NA,1,3
87,2253596,41,male,E,12602,522,F,F,1,2475,first,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x9485,13,1502,x9486,7,1789,x9487,11,2379,*,NA,NA,NULL,13,1,7,1,11,1,NA,NA,1,3
65,2253596,41,male,E,12142,302,F,F,1,2463,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,emperor.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46,2253596,41,male,E,7961,121,J,J,1,2060,third,three,Passive,implausible,1digit_2addition,noisy_single_task,x1121,NA,NA,x1122,NA,NA,x1123,NA,NA,*,NA,NA,NULL,11,NA,12,NA,7,NA,NA,NA,NA,0
58,2253596,41,male,E,8241,241,J,J,1,3854,second,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x2241,NA,NA,x2242,NA,NA,x2243,NA,NA,*,NA,NA,NULL,3,NA,3,NA,12,NA,NA,NA,NA,0
83,2253596,41,male,E,8722,482,J,J,1,1724,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
82,2253596,41,male,E,8721,481,J,J,1,1759,second,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x4181,NA,NA,x4182,NA,NA,x4183,NA,NA,*,NA,NA,NULL,14,NA,2,NA,5,NA,NA,NA,NA,0
37,2253596,41,male,E,7702,22,J,J,1,2270,second,three,Transitive,plausible,1digit_2addition,noisy_single_task,x85,NA,NA,x86,NA,NA,x87,NA,NA,*,NA,NA,NULL,11,NA,12,NA,6,NA,NA,NA,NA,0
85,2253596,41,male,E,8662,502,J,J,1,1712,second,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x3945,NA,NA,x3946,NA,NA,x3947,NA,NA,*,NA,NA,NULL,16,NA,18,NA,10,NA,NA,NA,NA,0
89,2253596,41,male,E,12622,542,F,F,1,2240,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49,2253596,41,male,E,7902,142,J,J,1,2014,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x885,NA,NA,x886,NA,NA,x887,NA,NA,*,NA,NA,NULL,8,NA,10,NA,11,NA,NA,NA,NA,0
42,65926614,46,female,I,7841,81,J,J,1,3127,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87,65926614,46,female,I,8762,522,J,F,0,4007,first,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
39,65926614,46,female,I,7802,42,J,J,1,3054,first,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
85,65926614,46,female,I,8742,502,J,J,1,3401,third,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x4265,18,4946,x4266,12,2764,x4267,7,7659,*,NA,NA,NULL,18,1,12,1,7,1,NA,NA,1,3
84,65926614,46,female,I,12501,501,F,J,0,1.77147E+12,second,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,65926614,46,female,I,11541,21,F,J,0,1.77147E+12,second,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
48,65926614,46,female,I,11741,141,F,F,1,1.77147E+12,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89,65926614,46,female,I,8702,542,J,F,0,1.77147E+12,first,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x4105,NA,NA,x4106,NA,NA,x4107,NA,NA,*,NA,NA,NULL,6,NA,5,NA,3,NA,NA,NA,NA,0
83,65926614,46,female,I,12482,482,F,F,1,1.77147E+12,first,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9005,NA,NA,x9006,NA,NA,x9007,NA,NA,*,NA,NA,NULL,10,NA,8,NA,7,NA,NA,NA,NA,0
65,65926614,46,female,I,8222,302,J,J,1,1.77147E+12,first,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x2165,NA,NA,x2166,NA,NA,x2167,NA,NA,*,NA,NA,NULL,8,NA,16,NA,7,NA,NA,NA,NA,0
82,65926614,46,female,I,12481,481,F,J,0,1.77147E+12,first,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9001,7,2893,x9002,15,3186,x9003,13,3649,*,NA,NA,NULL,7,1,15,1,13,1,NA,NA,1,3
