EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x3259,390 + 540 + 258 = x3259,1188,8767,The book enjoyed the reader but the interpreter agitated the rogue because the millionnaire heared the niece.,Did the book enjoy the reader?,Yes,first,three,ExperienerSubject,implausible
x3260,664 + 996 + 570 = x3260,2230,8767,The book enjoyed the reader but the interpreter agitated the rogue because the millionnaire heared the niece.,Did the book enjoy the reader?,Yes,first,three,ExperienerSubject,implausible
x3262,127 + 284 + 497 = x3262,908,8768,The scripture exalted the preacher but the millionnaire seduced the protestor after the taxpayer exposed the rancher.,Did the scripture exalt the preacher?,Yes,first,three,ExperienerSubject,implausible
x3263,218 + 969 + 540 = x3263,1727,8768,The scripture exalted the preacher but the millionnaire seduced the protestor after the taxpayer exposed the rancher.,Did the scripture exalt the preacher?,Yes,first,three,ExperienerSubject,implausible
x3265,984 + 117 + 842 = x3265,1943,8769,The journey desired the traveler when the sniper singed the violinist and the weatherman hurted the coroner.,Did the journey desire the traveler?,Yes,first,three,ExperienerSubject,implausible
x3266,303 + 623 + 769 = x3266,1695,8769,The journey desired the traveler when the sniper singed the violinist and the weatherman hurted the coroner.,Did the journey desire the traveler?,Yes,first,three,ExperienerSubject,implausible
x3268,475 + 987 + 903 = x3268,2365,8770,The lesson favored the teacher when the governor targeted the optician but the warlord perplexed the impostor.,Did the lesson favor the teacher?,Yes,first,three,ExperienerSubject,implausible
x3269,227 + 770 + 856 = x3269,1853,8770,The lesson favored the teacher when the governor targeted the optician but the warlord perplexed the impostor.,Did the lesson favor the teacher?,Yes,first,three,ExperienerSubject,implausible
x3271,668 + 917 + 977 = x3271,2562,8771,The landscape liked the gardener when the shopper understanded the art because the refugee offended the sharpshooter.,Did the landscape like the gardener?,Yes,first,three,ExperienerSubject,implausible
x3272,375 + 431 + 473 = x3272,1279,8771,The landscape liked the gardener when the shopper understanded the art because the refugee offended the sharpshooter.,Did the landscape like the gardener?,Yes,first,three,ExperienerSubject,implausible
x3274,112 + 658 + 918 = x3274,1688,8772,The telescope loved the astronomer when the shortstop addressed the milkman after the immigrant defeated the undergraduate.,Did the telescope love the astronomer?,Yes,first,three,ExperienerSubject,implausible
x3275,974 + 909 + 483 = x3275,2366,8772,The telescope loved the astronomer when the shortstop addressed the milkman after the immigrant defeated the undergraduate.,Did the telescope love the astronomer?,Yes,first,three,ExperienerSubject,implausible
x3277,262 + 110 + 877 = x3277,1249,8773,The sea missed the sailor because the governor undermined the pathologist and the acrobat asked the mode.,Did the sea miss the sailor?,Yes,first,three,ExperienerSubject,implausible
x3278,233 + 449 + 874 = x3278,1556,8773,The sea missed the sailor because the governor undermined the pathologist and the acrobat asked the mode.,Did the sea miss the sailor?,Yes,first,three,ExperienerSubject,implausible
x3280,306 + 295 + 277 = x3280,878,8774,The rain needed the farmer because the rancher beated the reformer but the storekeeper faced the barkeeper.,Did the rain need the farmer?,Yes,first,three,ExperienerSubject,implausible
x3281,854 + 928 + 575 = x3281,2357,8774,The rain needed the farmer because the rancher beated the reformer but the storekeeper faced the barkeeper.,Did the rain need the farmer?,Yes,first,three,ExperienerSubject,implausible
x3283,377 + 305 + 846 = x3283,1528,8775,The applause relished the actor because the mobster sickened the usurper when the impostor swindled the officer.,Did the applause relish the actor?,Yes,first,three,ExperienerSubject,implausible
x3284,935 + 973 + 538 = x3284,2446,8775,The applause relished the actor because the mobster sickened the usurper when the impostor swindled the officer.,Did the applause relish the actor?,Yes,first,three,ExperienerSubject,implausible
x3286,230 + 742 + 591 = x3286,1563,8776,The coffee savored the connoisseur because the jailor stuned the lyricist after the beautician relieved the propagandist.,Did the coffee savor the connoisseur?,Yes,first,three,ExperienerSubject,implausible
x3287,329 + 882 + 250 = x3287,1461,8776,The coffee savored the connoisseur because the jailor stuned the lyricist after the beautician relieved the propagandist.,Did the coffee savor the connoisseur?,Yes,first,three,ExperienerSubject,implausible
x3289,130 + 944 + 475 = x3289,1549,8777,The noise tolerated the nurse after the barrister smacked the pastor and the bachelor tested the bricklayer.,Did the noise tolerate the nurse?,Yes,first,three,ExperienerSubject,implausible
x3290,504 + 345 + 321 = x3290,1170,8777,The noise tolerated the nurse after the barrister smacked the pastor and the bachelor tested the bricklayer.,Did the noise tolerate the nurse?,Yes,first,three,ExperienerSubject,implausible
x3292,816 + 688 + 892 = x3292,2396,8778,The artifact treasured the historian after the hypnotist notified the midwife but the benefactor hurted the weightlifter.,Did the artifact treasure the historian?,Yes,first,three,ExperienerSubject,implausible
x3293,521 + 267 + 822 = x3293,1610,8778,The artifact treasured the historian after the hypnotist notified the midwife but the benefactor hurted the weightlifter.,Did the artifact treasure the historian?,Yes,first,three,ExperienerSubject,implausible
x3295,992 + 352 + 226 = x3295,1570,8779,The information trusted the scientist after the liberal respected the heretic because the carrier outraged the innovator.,Did the information trust the scientist?,Yes,first,three,ExperienerSubject,implausible
x3296,303 + 221 + 793 = x3296,1317,8779,The information trusted the scientist after the liberal respected the heretic because the carrier outraged the innovator.,Did the information trust the scientist?,Yes,first,three,ExperienerSubject,implausible
x3298,800 + 451 + 610 = x3298,1861,8780,The debate valued the philosopher after the peddler recognized the surfer when the exporter intimidated the hippie.,Did the debate value the philosopher?,Yes,first,three,ExperienerSubject,implausible
x3299,106 + 427 + 425 = x3299,958,8780,The debate valued the philosopher after the peddler recognized the surfer when the exporter intimidated the hippie.,Did the debate value the philosopher?,Yes,first,three,ExperienerSubject,implausible
x3301,475 + 421 + 766 = x3301,1662,8781,The acrobat asked the treasurer and the shrine venerated the pilgrim but the dean compensated the stonecutter.,Did the shrine venerate the pilgrim?,Yes,second,three,ExperienerSubject,implausible
x3302,156 + 838 + 941 = x3302,1935,8781,The acrobat asked the treasurer and the shrine venerated the pilgrim but the dean compensated the stonecutter.,Did the shrine venerate the pilgrim?,Yes,second,three,ExperienerSubject,implausible
x3304,705 + 774 + 453 = x3304,1932,8782,The chemist humiliated the spokeswoman and the adventure wanted the explorer when the herder squeezed the exporter.,Did the adventure want the explorer?,Yes,second,three,ExperienerSubject,implausible
x3305,378 + 493 + 932 = x3305,1803,8782,The chemist humiliated the spokeswoman and the adventure wanted the explorer when the herder squeezed the exporter.,Did the adventure want the explorer?,Yes,second,three,ExperienerSubject,implausible
x3307,639 + 776 + 652 = x3307,2067,8783,The countess vexed the opponent and the icon worshiped the believer because the cabbie consulted the rustler.,Did the icon worship the believer?,Yes,second,three,ExperienerSubject,implausible
x3308,317 + 930 + 670 = x3308,1917,8783,The countess vexed the opponent and the icon worshiped the believer because the cabbie consulted the rustler.,Did the icon worship the believer?,Yes,second,three,ExperienerSubject,implausible
x3310,497 + 900 + 190 = x3310,1587,8784,The camper defeated the drummer and the injustice abhorred the activist after the insider signaled the opportunist.,Did the injustice abhor the activist?,Yes,second,three,ExperienerSubject,implausible
x3311,994 + 301 + 149 = x3311,1444,8784,The camper defeated the drummer and the injustice abhorred the activist after the insider signaled the opportunist.,Did the injustice abhor the activist?,Yes,second,three,ExperienerSubject,implausible
x3313,948 + 856 + 988 = x3313,2792,8785,The gastroenterologist honored the chairman but the censorship deplored the journalist and the encroacher mentioned the interpreter.,Did the censorship deplore the journalist?,Yes,second,three,ExperienerSubject,implausible
x3314,920 + 568 + 729 = x3314,2217,8785,The gastroenterologist honored the chairman but the censorship deplored the journalist and the encroacher mentioned the interpreter.,Did the censorship deplore the journalist?,Yes,second,three,ExperienerSubject,implausible
x3316,322 + 249 + 715 = x3316,1286,8786,The yodeler choked the storyteller but the pollution despised the environmentalist when the merchant infected the hunter.,Did the pollution despise the environmentalist?,Yes,second,three,ExperienerSubject,implausible
x3317,135 + 934 + 798 = x3317,1867,8786,The yodeler choked the storyteller but the pollution despised the environmentalist when the merchant infected the hunter.,Did the pollution despise the environmentalist?,Yes,second,three,ExperienerSubject,implausible
x3319,790 + 447 + 692 = x3319,1929,8787,The reformer overcharged the broker but the film disdained the critic because the shoemaker blamed the coward.,Did the film disdain the critic?,Yes,second,three,ExperienerSubject,implausible
x3320,831 + 662 + 847 = x3320,2340,8787,The reformer overcharged the broker but the film disdained the critic because the shoemaker blamed the coward.,Did the film disdain the critic?,Yes,second,three,ExperienerSubject,implausible
x3322,810 + 798 + 289 = x3322,1897,8788,The jeweler signaled the arbitrator but the site disliked the tourist after the pediatrician provoked the smith.,Did the site dislike the tourist?,Yes,second,three,ExperienerSubject,implausible
x3323,984 + 936 + 665 = x3323,2585,8788,The jeweler signaled the arbitrator but the site disliked the tourist after the pediatrician provoked the smith.,Did the site dislike the tourist?,Yes,second,three,ExperienerSubject,implausible
x3325,920 + 442 + 824 = x3325,2186,8789,The homeless assuaged the mutineer when the promise distrusted the investor and the impostor advised the sinner.,Did the promise distrust the investor?,Yes,second,three,ExperienerSubject,implausible
x3326,662 + 472 + 441 = x3326,1575,8789,The homeless assuaged the mutineer when the promise distrusted the investor and the impostor advised the sinner.,Did the promise distrust the investor?,Yes,second,three,ExperienerSubject,implausible
x3328,174 + 272 + 895 = x3328,1341,8790,The choreographer flattered the messenger when the exam dreaded the student but the zoologist infected the embezzler.,Did the exam dread the student?,Yes,second,three,ExperienerSubject,implausible
x3329,191 + 886 + 571 = x3329,1648,8790,The choreographer flattered the messenger when the exam dreaded the student but the zoologist infected the embezzler.,Did the exam dread the student?,Yes,second,three,ExperienerSubject,implausible
x3331,967 + 736 + 782 = x3331,2485,8791,The umpire awaited the socialite when the trophy envied the competitor because the cabbie delighted the dramatist.,Did the trophy envy the competitor?,Yes,second,three,ExperienerSubject,implausible
x3332,439 + 372 + 132 = x3332,943,8791,The umpire awaited the socialite when the trophy envied the competitor because the cabbie delighted the dramatist.,Did the trophy envy the competitor?,Yes,second,three,ExperienerSubject,implausible
x3334,560 + 172 + 191 = x3334,923,8792,The hotelier beged the hiker when the crime execrated the judge after the logician belittled the acupuncturist.,Did the crime execrate the judge?,Yes,second,three,ExperienerSubject,implausible
x3335,612 + 990 + 807 = x3335,2409,8792,The hotelier beged the hiker when the crime execrated the judge after the logician belittled the acupuncturist.,Did the crime execrate the judge?,Yes,second,three,ExperienerSubject,implausible
x3337,895 + 347 + 891 = x3337,2133,8793,The storyteller distracted the hoodlum because the dark feared the boy and the cowboy aggravated the gambler.,Did the dark fear the boy?,Yes,second,three,ExperienerSubject,implausible
x3338,938 + 146 + 927 = x3338,2011,8793,The storyteller distracted the hoodlum because the dark feared the boy and the cowboy aggravated the gambler.,Did the dark fear the boy?,Yes,second,three,ExperienerSubject,implausible
x3340,124 + 775 + 214 = x3340,1113,8794,The telemarketer pinched the veterinarian because the pollution hated the activist but the storekeeper belittled the postdoc.,Did the pollution hate the activist?,Yes,second,three,ExperienerSubject,implausible
x3341,190 + 292 + 120 = x3341,602,8794,The telemarketer pinched the veterinarian because the pollution hated the activist but the storekeeper belittled the postdoc.,Did the pollution hate the activist?,Yes,second,three,ExperienerSubject,implausible
x3343,644 + 639 + 756 = x3343,2039,8795,The german provoked the merchant because the loss lamented the poet when the deputy persuaded the churchgoer.,Did the loss lament the poet?,Yes,second,three,ExperienerSubject,implausible
x3344,406 + 481 + 993 = x3344,1880,8795,The german provoked the merchant because the loss lamented the poet when the deputy persuaded the churchgoer.,Did the loss lament the poet?,Yes,second,three,ExperienerSubject,implausible
x3346,264 + 437 + 116 = x3346,817,8796,The proofreader squeezed the bishop because the waste loathed the chef after the grandson pursued the innovator.,Did the waste loathe the chef?,Yes,second,three,ExperienerSubject,implausible
x3347,559 + 320 + 117 = x3347,996,8796,The proofreader squeezed the bishop because the waste loathed the chef after the grandson pursued the innovator.,Did the waste loathe the chef?,Yes,second,three,ExperienerSubject,implausible
x3349,648 + 213 + 879 = x3349,1740,8797,The busdriver persuaded the refugee after the disaster mourned the community and the strategist followed the pediatrician.,Did the disaster mourn the community?,Yes,second,three,ExperienerSubject,implausible
x3350,128 + 413 + 998 = x3350,1539,8797,The busdriver persuaded the refugee after the disaster mourned the community and the strategist followed the pediatrician.,Did the disaster mourn the community?,Yes,second,three,ExperienerSubject,implausible
x3352,520 + 752 + 420 = x3352,1692,8798,The grouch screamed the janitor after the disease pitied the doctor but the maverick misleaded the cabbie.,Did the disease pity the doctor?,Yes,second,three,ExperienerSubject,implausible
x3353,269 + 276 + 116 = x3353,661,8798,The grouch screamed the janitor after the disease pitied the doctor but the maverick misleaded the cabbie.,Did the disease pity the doctor?,Yes,second,three,ExperienerSubject,implausible
x3355,388 + 319 + 814 = x3355,1521,8799,The procrastinator consulted the commuter after the error regretted the author because the gourmand extoled the grouch.,Did the error regret the author?,Yes,second,three,ExperienerSubject,implausible
x3356,802 + 566 + 854 = x3356,2222,8799,The procrastinator consulted the commuter after the error regretted the author because the gourmand extoled the grouch.,Did the error regret the author?,Yes,second,three,ExperienerSubject,implausible
x3358,107 + 188 + 102 = x3358,397,8800,The trendsetter hosted the typesetter after the workload resented the employee when the flutist affronted the paleontologist.,Did the workload resent the employee?,Yes,second,three,ExperienerSubject,implausible
x3359,466 + 810 + 878 = x3359,2154,8800,The trendsetter hosted the typesetter after the workload resented the employee when the flutist affronted the paleontologist.,Did the workload resent the employee?,Yes,second,three,ExperienerSubject,implausible
x3361,434 + 316 + 830 = x3361,1580,8801,The investment soothed the herder and the percussionist quized the neurologist but the decision agonized the committee.,Did the decision agonize the committee?,Yes,third,three,ExperienerObject,plausible
x3362,855 + 511 + 992 = x3362,2358,8801,The investment soothed the herder and the percussionist quized the neurologist but the decision agonized the committee.,Did the decision agonize the committee?,Yes,third,three,ExperienerObject,plausible
x3364,610 + 948 + 862 = x3364,2420,8802,The taxpayer stuned the helper and the impostor notified the scoundrel when the trick amazed the audience.,Did the trick amaze the audience?,Yes,third,three,ExperienerObject,plausible
x3365,678 + 154 + 175 = x3365,1007,8802,The taxpayer stuned the helper and the impostor notified the scoundrel when the trick amazed the audience.,Did the trick amaze the audience?,Yes,third,three,ExperienerObject,plausible
x3367,689 + 868 + 434 = x3367,1991,8803,The sorcerer rated the forester and the playwright pated the hippie because the cartoon amused the children.,Did the cartoon amuse the children?,Yes,third,three,ExperienerObject,plausible
x3368,503 + 722 + 663 = x3368,1888,8803,The sorcerer rated the forester and the playwright pated the hippie because the cartoon amused the children.,Did the cartoon amuse the children?,Yes,third,three,ExperienerObject,plausible
x3370,924 + 431 + 278 = x3370,1633,8804,The censor shoved the saleslady and the wizard delighted the mover after the delay angered the travelers.,Did the delay anger the travelers?,Yes,third,three,ExperienerObject,plausible
x3371,993 + 586 + 889 = x3371,2468,8804,The censor shoved the saleslady and the wizard delighted the mover after the delay angered the travelers.,Did the delay anger the travelers?,Yes,third,three,ExperienerObject,plausible
x3373,708 + 742 + 963 = x3373,2413,8805,The ranger pinched the commuter but the soprano ridiculed the psychic and the noise annoyed the librarian.,Did the noise annoy the librarian?,Yes,third,three,ExperienerObject,plausible
x3374,220 + 543 + 226 = x3374,989,8805,The ranger pinched the commuter but the soprano ridiculed the psychic and the noise annoyed the librarian.,Did the noise annoy the librarian?,Yes,third,three,ExperienerObject,plausible
x3376,890 + 991 + 591 = x3376,2472,8806,The senior overcharged the matador but the veterinarian lauded the webmaster when the speech aroused the activists.,Did the speech arouse the activists?,Yes,third,three,ExperienerObject,plausible
x3377,606 + 731 + 783 = x3377,2120,8806,The senior overcharged the matador but the veterinarian lauded the webmaster when the speech aroused the activists.,Did the speech arouse the activists?,Yes,third,three,ExperienerObject,plausible
x3379,518 + 886 + 366 = x3379,1770,8807,The censor judged the interviewer but the protagonist hounded the spy because the revelation astonished the scientist.,Did the revelation astonish the scientist?,Yes,third,three,ExperienerObject,plausible
x3380,927 + 641 + 894 = x3380,2462,8807,The censor judged the interviewer but the protagonist hounded the spy because the revelation astonished the scientist.,Did the revelation astonish the scientist?,Yes,third,three,ExperienerObject,plausible
x3382,265 + 274 + 714 = x3382,1253,8808,The commuter screamed the countess but the paymaster notified the stenographer after the lecture bored the students.,Did the lecture bore the students?,Yes,third,three,ExperienerObject,plausible
x3383,237 + 636 + 547 = x3383,1420,8808,The commuter screamed the countess but the paymaster notified the stenographer after the lecture bored the students.,Did the lecture bore the students?,Yes,third,three,ExperienerObject,plausible
x3385,398 + 451 + 357 = x3385,1206,8809,The champion rushed the mobster when the taxi-driver related the dermatologist and the error bothered the engineer.,Did the error bother the engineer?,Yes,third,three,ExperienerObject,plausible
x3386,148 + 733 + 847 = x3386,1728,8809,The champion rushed the mobster when the taxi-driver related the dermatologist and the error bothered the engineer.,Did the error bother the engineer?,Yes,third,three,ExperienerObject,plausible
x3388,388 + 558 + 118 = x3388,1064,8810,The grandfather hounded the grandson when the pacifist undermined the busdriver but the music calmed the patient.,Did the music calm the patient?,Yes,third,three,ExperienerObject,plausible
x3389,749 + 643 + 563 = x3389,1955,8810,The grandfather hounded the grandson when the pacifist undermined the busdriver but the music calmed the patient.,Did the music calm the patient?,Yes,third,three,ExperienerObject,plausible
x3391,194 + 649 + 684 = x3391,1527,8811,The invader pursued the plumber when the clarinetist suspected the survivor because the performance captivated the crowd.,Did the performance captivate the crowd?,Yes,third,three,ExperienerObject,plausible
x3392,627 + 246 + 204 = x3392,1077,8811,The invader pursued the plumber when the clarinetist suspected the survivor because the performance captivated the crowd.,Did the performance captivate the crowd?,Yes,third,three,ExperienerObject,plausible
x3394,538 + 962 + 946 = x3394,2446,8812,The skater presented the geologist when the trickster paged the millionnaire after the melody comforted the baby.,Did the melody comfort the baby?,Yes,third,three,ExperienerObject,plausible
x3395,485 + 896 + 829 = x3395,2210,8812,The skater presented the geologist when the trickster paged the millionnaire after the melody comforted the baby.,Did the melody comfort the baby?,Yes,third,three,ExperienerObject,plausible
x3397,843 + 440 + 841 = x3397,2124,8813,The revolutionary diagnosed the art because the sentry sickened the churchgoer and the riddle confused the detective.,Did the riddle confuse the detective?,Yes,third,three,ExperienerObject,plausible
x3398,296 + 750 + 336 = x3398,1382,8813,The revolutionary diagnosed the art because the sentry sickened the churchgoer and the riddle confused the detective.,Did the riddle confuse the detective?,Yes,third,three,ExperienerObject,plausible
x3400,986 + 726 + 963 = x3400,2675,8814,The camper jinxed the sentry because the typist commended the storyteller but the evidence convinced the jury.,Did the evidence convince the jury?,Yes,third,three,ExperienerObject,plausible
x3401,808 + 481 + 416 = x3401,1705,8814,The camper jinxed the sentry because the typist commended the storyteller but the evidence convinced the jury.,Did the evidence convince the jury?,Yes,third,three,ExperienerObject,plausible
x3403,207 + 143 + 401 = x3403,751,8815,The hunter filmed the milkman because the pole commended the extremist when the news depressed the investor.,Did the news depress the investor?,Yes,third,three,ExperienerObject,plausible
x3404,834 + 607 + 273 = x3404,1714,8815,The hunter filmed the milkman because the pole commended the extremist when the news depressed the investor.,Did the news depress the investor?,Yes,third,three,ExperienerObject,plausible
x3406,235 + 324 + 764 = x3406,1323,8816,The surfer investigated the heiress because the underwriter extoled the geophysicist after the verdict devastated the defendant.,Did the verdict devastate the defendant?,Yes,third,three,ExperienerObject,plausible
x3407,872 + 746 + 870 = x3407,2488,8816,The surfer investigated the heiress because the underwriter extoled the geophysicist after the verdict devastated the defendant.,Did the verdict devastate the defendant?,Yes,third,three,ExperienerObject,plausible
x3409,752 + 713 + 567 = x3409,2032,8817,The censor undermined the obstetrician after the felon inspired the solicitor and the outcome disappointed the supporters.,Did the outcome disappoint the supporters?,Yes,third,three,ExperienerObject,plausible
x3410,948 + 285 + 928 = x3410,2161,8817,The censor undermined the obstetrician after the felon inspired the solicitor and the outcome disappointed the supporters.,Did the outcome disappoint the supporters?,Yes,third,three,ExperienerObject,plausible
x3412,255 + 157 + 689 = x3412,1101,8818,The postdoc extoled the litigator after the patriot befriended the deacon but the criticism discouraged the artist.,Did the criticism discourage the artist?,Yes,third,three,ExperienerObject,plausible
x3413,267 + 388 + 567 = x3413,1222,8818,The postdoc extoled the litigator after the patriot befriended the deacon but the criticism discouraged the artist.,Did the criticism discourage the artist?,Yes,third,three,ExperienerObject,plausible
x3415,104 + 192 + 508 = x3415,804,8819,The flora humiliated the bassist after the reception belittled the sorcerer because the scene disgusted the viewer.,Did the scene disgust the viewer?,Yes,third,three,ExperienerObject,plausible
x3416,158 + 163 + 720 = x3416,1041,8819,The flora humiliated the bassist after the reception belittled the sorcerer because the scene disgusted the viewer.,Did the scene disgust the viewer?,Yes,third,three,ExperienerObject,plausible
x3418,826 + 410 + 862 = x3418,2098,8820,The bachelor derided the porter after the security pursued the sportscaster when the alarm disturbed the sleeper.,Did the alarm disturb the sleeper?,Yes,third,three,ExperienerObject,plausible
x3419,837 + 326 + 197 = x3419,1360,8820,The bachelor derided the porter after the security pursued the sportscaster when the alarm disturbed the sleeper.,Did the alarm disturb the sleeper?,Yes,third,three,ExperienerObject,plausible
x3421,893 + 239 + 129 = x3421,1261,8821,The decision displeased the client and the concierge asked the rogue but the flutist respected the chiseler.,Did the decision displease the client?,Yes,first,three,ExperienerObject,plausible
x3422,828 + 370 + 472 = x3422,1670,8821,The decision displeased the client and the concierge asked the rogue but the flutist respected the chiseler.,Did the decision displease the client?,Yes,first,three,ExperienerObject,plausible
x3424,273 + 330 + 865 = x3424,1468,8822,The mistake embarrassed the presenter and the showman introduced the undergraduate when the pitcher bullied the contender.,Did the mistake embarrass the presenter?,Yes,first,three,ExperienerObject,plausible
x3425,151 + 808 + 602 = x3425,1561,8822,The mistake embarrassed the presenter and the showman introduced the undergraduate when the pitcher bullied the contender.,Did the mistake embarrass the presenter?,Yes,first,three,ExperienerObject,plausible
x3427,116 + 907 + 707 = x3427,1730,8823,The results encouraged the researcher and the commissioner repulsed the fool because the spaniard enticed the defense.,Did the results encourage the researcher?,Yes,first,three,ExperienerObject,plausible
x3428,733 + 803 + 264 = x3428,1800,8823,The results encouraged the researcher and the commissioner repulsed the fool because the spaniard enticed the defense.,Did the results encourage the researcher?,Yes,first,three,ExperienerObject,plausible
x3430,115 + 943 + 722 = x3430,1780,8824,The documentary enlightened the viewers and the hiker shoved the roadworker after the psychic applauded the rival.,Did the documentary enlighten the viewers?,Yes,first,three,ExperienerObject,plausible
x3431,339 + 143 + 738 = x3431,1220,8824,The documentary enlightened the viewers and the hiker shoved the roadworker after the psychic applauded the rival.,Did the documentary enlighten the viewers?,Yes,first,three,ExperienerObject,plausible
x3433,966 + 270 + 121 = x3433,1357,8825,The announcement excited the fans but the minister noted the umpire and the foreman cited the nominee.,Did the announcement excite the fans?,Yes,first,three,ExperienerObject,plausible
x3434,673 + 388 + 941 = x3434,2002,8825,The announcement excited the fans but the minister noted the umpire and the foreman cited the nominee.,Did the announcement excite the fans?,Yes,first,three,ExperienerObject,plausible
x3436,672 + 991 + 510 = x3436,2173,8826,The thunder frightened the campers but the matador paged the lieutenant when the foreigner seduced the bachelor.,Did the thunder frighten the campers?,Yes,first,three,ExperienerObject,plausible
x3437,240 + 697 + 936 = x3437,1873,8826,The thunder frightened the campers but the matador paged the lieutenant when the foreigner seduced the bachelor.,Did the thunder frighten the campers?,Yes,first,three,ExperienerObject,plausible
x3439,549 + 203 + 130 = x3439,882,8827,The puzzle frustrated the gamers but the underwriter advised the performer because the teenager notified the beautician.,Did the puzzle frustrate the gamers?,Yes,first,three,ExperienerObject,plausible
x3440,636 + 202 + 394 = x3440,1232,8827,The puzzle frustrated the gamers but the underwriter advised the performer because the teenager notified the beautician.,Did the puzzle frustrate the gamers?,Yes,first,three,ExperienerObject,plausible
x3442,419 + 378 + 645 = x3442,1442,8828,The demonstration impressed the investors but the biologist flustered the deputy after the bodyguard lashed the defense.,Did the demonstration impress the investors?,Yes,first,three,ExperienerObject,plausible
x3443,643 + 956 + 613 = x3443,2212,8828,The demonstration impressed the investors but the biologist flustered the deputy after the bodyguard lashed the defense.,Did the demonstration impress the investors?,Yes,first,three,ExperienerObject,plausible
x3445,550 + 775 + 237 = x3445,1562,8829,The interruption irritated the speaker when the playwright eyed the fieldworker and the immigrant infuriated the heretic.,Did the interruption irritate the speaker?,Yes,first,three,ExperienerObject,plausible
x3446,700 + 391 + 394 = x3446,1485,8829,The interruption irritated the speaker when the playwright eyed the fieldworker and the immigrant infuriated the heretic.,Did the interruption irritate the speaker?,Yes,first,three,ExperienerObject,plausible
x3448,659 + 674 + 834 = x3448,2167,8830,The ending pleased the readers when the warrior invoiced the petitioner but the deputy smacked the publisher.,Did the ending please the readers?,Yes,first,three,ExperienerObject,plausible
x3449,604 + 671 + 986 = x3449,2261,8830,The ending pleased the readers when the warrior invoiced the petitioner but the deputy smacked the publisher.,Did the ending please the readers?,Yes,first,three,ExperienerObject,plausible
x3451,777 + 397 + 504 = x3451,1678,8831,The problem puzzled the mathematician when the obstetrician remembered the logician because the coroner respected the teenager.,Did the problem puzzle the mathematician?,Yes,first,three,ExperienerObject,plausible
x3452,708 + 529 + 906 = x3452,2143,8831,The problem puzzled the mathematician when the obstetrician remembered the logician because the coroner respected the teenager.,Did the problem puzzle the mathematician?,Yes,first,three,ExperienerObject,plausible
x3454,907 + 911 + 429 = x3454,2247,8832,The farewell saddened the friends when the gambler bullied the landlady after the neighbor challenged the racketeer.,Did the farewell sadden the friends?,Yes,first,three,ExperienerObject,plausible
x3455,130 + 866 + 222 = x3455,1218,8832,The farewell saddened the friends when the gambler bullied the landlady after the neighbor challenged the racketeer.,Did the farewell sadden the friends?,Yes,first,three,ExperienerObject,plausible
x3457,820 + 678 + 729 = x3457,2227,8833,The explanation satisfied the students because the jester invited the lyricist and the yachtsman appeased the doorman.,Did the explanation satisfy the students?,Yes,first,three,ExperienerObject,plausible
x3458,841 + 613 + 306 = x3458,1760,8833,The explanation satisfied the students because the jester invited the lyricist and the yachtsman appeased the doorman.,Did the explanation satisfy the students?,Yes,first,three,ExperienerObject,plausible
x3460,218 + 566 + 393 = x3460,1177,8834,The gift surprised the recipient because the mode understanded the jailor but the pathologist isolated the patrolman.,Did the gift surprise the recipient?,Yes,first,three,ExperienerObject,plausible
x3461,492 + 641 + 841 = x3461,1974,8834,The gift surprised the recipient because the mode understanded the jailor but the pathologist isolated the patrolman.,Did the gift surprise the recipient?,Yes,first,three,ExperienerObject,plausible
x3463,851 + 338 + 603 = x3463,1792,8835,The news shocked the community because the parent beged the litigator when the trendsetter poked the commuter.,Did the news shock the community?,Yes,first,three,ExperienerObject,plausible
x3464,769 + 568 + 927 = x3464,2264,8835,The news shocked the community because the parent beged the litigator when the trendsetter poked the commuter.,Did the news shock the community?,Yes,first,three,ExperienerObject,plausible
x3466,472 + 635 + 406 = x3466,1513,8836,The movie terrified the audience because the optician exhausted the soprano after the performer signaled the psychic.,Did the movie terrify the audience?,Yes,first,three,ExperienerObject,plausible
x3467,427 + 658 + 850 = x3467,1935,8836,The movie terrified the audience because the optician exhausted the soprano after the performer signaled the psychic.,Did the movie terrify the audience?,Yes,first,three,ExperienerObject,plausible
x3469,679 + 259 + 882 = x3469,1820,8837,The storm threatened the sailors after the candidate challenged the mobster and the gymnast antagonized the storekeeper.,Did the storm threaten the sailors?,Yes,first,three,ExperienerObject,plausible
x3470,197 + 794 + 702 = x3470,1693,8837,The storm threatened the sailors after the candidate challenged the mobster and the gymnast antagonized the storekeeper.,Did the storm threaten the sailors?,Yes,first,three,ExperienerObject,plausible
x3472,254 + 249 + 745 = x3472,1248,8838,The ride thrilled the visitors after the infantryman confronted the mapmaker but the trumpeter deprecated the rival.,Did the ride thrill the visitors?,Yes,first,three,ExperienerObject,plausible
x3473,974 + 136 + 653 = x3473,1763,8838,The ride thrilled the visitors after the infantryman confronted the mapmaker but the trumpeter deprecated the rival.,Did the ride thrill the visitors?,Yes,first,three,ExperienerObject,plausible
x3475,618 + 128 + 534 = x3475,1280,8839,The change upset the regulars after the anesthesiologist watched the cat because the kleptomaniac defended the grandfather.,Did the change upset the regulars?,Yes,first,three,ExperienerObject,plausible
