Group,ItemID,Context,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility,Item,Arithmetic,Task
F,12662,The mistake embarrassed the presenter and the spiritual encountered the miner when the character sickened the manservant.,The,mistake,embarrassed,the,presenter,and,the,spiritual,encountered,the,miner,when,the,character,sickened,the,manservant.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the presenter embarrass the mistake?,F,first,three,ExperienerObject,plausible,582,1digit_2addition,single
F,8921,The 6 italian + deceived 2 the = adjuster x4981 and 7 the + geneticist 9 avoided = the x4982 go-between 9 but + the 7 student = agonized x4983 the 6 puzzle.,The,6,italian,+,deceived,2,the,=,adjuster,x4981,and,7,the,+,geneticist,9,avoided,=,the,x4982,go-between,9,but,+,the,7,student,=,agonized,x4983,the,6,puzzle.,*,*,*,*,*,*,*,*,Did the student agonize the puzzle?,J,third,three,ExperienerObject,implausible,601,1digit_2addition,dual
F,8922,The 8 shoemaker + acknowledged 9 the = drummer x4985 and 4 the + protestor 5 challenged = the x4986 landlady 9 when + the 8 magician = amazed x4987 the 9 illusion.,The,8,shoemaker,+,acknowledged,9,the,=,drummer,x4985,and,4,the,+,protestor,5,challenged,=,the,x4986,landlady,9,when,+,the,8,magician,=,amazed,x4987,the,9,illusion.,*,*,*,*,*,*,*,*,Did the magician amaze the illusion?,J,third,three,ExperienerObject,implausible,602,1digit_2addition,noisy-single
F,8941,The advocate displeased the verdict and the acupuncturist recognized the miller but the gangster invoiced the appraiser.,The,advocate,displeased,the,verdict,and,the,acupuncturist,recognized,the,miller,but,the,gangster,invoiced,the,appraiser.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the advocate displease the verdict?,J,first,three,ExperienerObject,implausible,621,1digit_2addition,single
F,8862,The 7 meteorologist + suspected 1 the = administrator x4745 and 8 the + archivist 3 complimented = the x4746 respondent 1 when + the 6 blunder = embarrassed x4747 the 3 spokesperson.,The,7,meteorologist,+,suspected,1,the,=,administrator,x4745,and,8,the,+,archivist,3,complimented,=,the,x4746,respondent,1,when,+,the,6,blunder,=,embarrassed,x4747,the,3,spokesperson.,*,*,*,*,*,*,*,*,Did the blunder embarrass the spokesperson?,J,third,three,ExperienerObject,plausible,622,1digit_2addition,dual
G,11521,The mechanic assembled the engine and the wizard choked the psychologist but the weatherman advised the waitress.,The,mechanic,assembled,the,engine,and,the,wizard,choked,the,psychologist,but,the,weatherman,advised,the,waitress.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the engine assemble the mechanic?,F,first,three,Transitive,plausible,1,1digit_2addition,single
G,7762,The 3 grouch + shoved 4 the = actuary x325 and 2 the + wire 1 bent = the x326 tailor 8 when + the 4 maverick = rated x327 the 9 despot.,The,3,grouch,+,shoved,4,the,=,actuary,x325,and,2,the,+,wire,1,bent,=,the,x326,tailor,8,when,+,the,4,maverick,=,rated,x327,the,9,despot.,*,*,*,*,*,*,*,*,Did the wire bend the tailor?,J,second,three,Transitive,implausible,2,1digit_2addition,dual
G,7781,The 7 stranger + reassured 2 the = storyteller x401 and 9 the + housemaid 6 exposed = the x402 obstetrician 9 but + the 1 ball = kicked x403 the 1 player.,The,7,stranger,+,reassured,2,the,=,storyteller,x401,and,9,the,+,housemaid,6,exposed,=,the,x402,obstetrician,9,but,+,the,1,ball,=,kicked,x403,the,1,player.,*,*,*,*,*,*,*,*,Did the ball kick the player?,J,third,three,Transitive,implausible,21,1digit_2addition,noisy-single
G,7782,The counterfeiter repulsed the evangelist and the restaurateur singed the athlete when the door knocked the burglar.,The,counterfeiter,repulsed,the,evangelist,and,the,restaurateur,singed,the,athlete,when,the,door,knocked,the,burglar.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the door knock the burglar?,J,third,three,Transitive,implausible,22,1digit_2addition,single
G,7721,The 6 heiress + consulted 8 the = survivor x161 and 9 the + pediatrician 7 followed = the x162 mapmaker 4 but + the 6 carpenter = assembled x163 the 4 bookshelf.,The,6,heiress,+,consulted,8,the,=,survivor,x161,and,9,the,+,pediatrician,7,followed,=,the,x162,mapmaker,4,but,+,the,6,carpenter,=,assembled,x163,the,4,bookshelf.,*,*,*,*,*,*,*,*,Did the carpenter assemble the bookshelf?,J,third,three,Transitive,plausible,41,1digit_2addition,dual
G,7722,The 6 zoologist + recognized 1 the = embalmer x165 and 2 the + deputy 2 relieved = the x166 dog 1 when + the 5 instructor = bent x167 the 9 mat.,The,6,zoologist,+,recognized,1,the,=,embalmer,x165,and,2,the,+,deputy,2,relieved,=,the,x166,dog,1,when,+,the,5,instructor,=,bent,x167,the,9,mat.,*,*,*,*,*,*,*,*,Did the instructor bend the mat?,J,third,three,Transitive,plausible,42,1digit_2addition,noisy-single
G,7741,The guy kicked the door and the pharmacist defended the co-worker but the socialist deprecated the surgeon.,The,guy,kicked,the,door,and,the,pharmacist,defended,the,co-worker,but,the,socialist,deprecated,the,surgeon.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the guy kick the door?,J,first,three,Transitive,plausible,61,1digit_2addition,single
G,11662,The 6 pharmacist + insulted 2 the = grocer x5705 and 6 the + door 6 knocked = the x5706 student 8 when + the 3 clown = judged x5707 the 7 officer.,The,6,pharmacist,+,insulted,2,the,=,grocer,x5705,and,6,the,+,door,6,knocked,=,the,x5706,student,8,when,+,the,3,clown,=,judged,x5707,the,7,officer.,*,*,*,*,*,*,*,*,Did the student knock on the door?,F,second,three,Transitive,implausible,62,1digit_2addition,dual
G,11761,The 3 mechanic + was 2 assembled = by x6101 the 7 engine + and 7 the = hunter x6102 followed 9 the + umpire 2 but = the x6103 suspect 2 defeated + the 6 innovator.,The,3,mechanic,+,was,2,assembled,=,by,x6101,the,7,engine,+,and,7,the,=,hunter,x6102,followed,9,the,+,umpire,2,but,=,the,x6103,suspect,2,defeated,+,the,6,innovator.,*,*,*,*,Was the engine assembled by the mechanic?,F,first,three,Passive,implausible,81,1digit_2addition,noisy-single
G,11762,The tailor was bent by the wire and the mason exasperated the storyteller when the neighbor heared the hiker.,The,tailor,was,bent,by,the,wire,and,the,mason,exasperated,the,storyteller,when,the,neighbor,heared,the,hiker.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the wire bent by the tailor?,F,first,three,Passive,implausible,82,1digit_2addition,single
G,11701,The 4 ball + was 3 kicked = by x5861 the 1 player + and 9 the = despot x5862 goaded 4 the + emperor 6 but = the x5863 columnist 1 reimbursed + the 6 waitress.,The,4,ball,+,was,3,kicked,=,by,x5861,the,1,player,+,and,9,the,=,despot,x5862,goaded,4,the,+,emperor,6,but,=,the,x5863,columnist,1,reimbursed,+,the,6,waitress.,*,*,*,*,Was the player kicked by the ball?,F,first,three,Passive,plausible,101,1digit_2addition,dual
G,11702,The 4 door + was 4 knocked = by x5865 the 2 burglar + and 2 the = striker x5866 flustered 8 the + rogue 6 when = the x5867 litigator 3 bullied + the 5 atheist.,The,4,door,+,was,4,knocked,=,by,x5865,the,2,burglar,+,and,2,the,=,striker,x5866,flustered,8,the,+,rogue,6,when,=,the,x5867,litigator,3,bullied,+,the,5,atheist.,*,*,*,*,Was the burglar knocked by the door?,F,first,three,Passive,plausible,102,1digit_2addition,noisy-single
G,11721,The heretic tested the typist and the bookshelf was assembled by the carpenter but the petitioner encountered the jeweler.,The,heretic,tested,the,typist,and,the,bookshelf,was,assembled,by,the,carpenter,but,the,petitioner,encountered,the,jeweler.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the carpenter assembled by the bookshelf?,F,second,three,Passive,plausible,121,1digit_2addition,single
G,7962,The 6 analyst + neglected 6 the = impostor x1125 and 8 the + drummer 1 agitated = the x1126 salesman 7 when + the 3 instructor = was x1127 bent 1 by + the 4 mat.,The,6,analyst,+,neglected,6,the,=,impostor,x1125,and,8,the,+,drummer,1,agitated,=,the,x1126,salesman,7,when,+,the,3,instructor,=,was,x1127,bent,1,by,+,the,4,mat.,*,*,*,*,Was the instructor bent by the mat?,J,third,three,Passive,implausible,122,1digit_2addition,dual
G,7981,The 5 guy + was 1 kicked = by x1201 the 3 door + and 4 the = rival x1202 bemused 1 the + pianist 7 but = the x1203 foreigner 6 acknowledged + the 3 weightlifter.,The,5,guy,+,was,1,kicked,=,by,x1201,the,3,door,+,and,4,the,=,rival,x1202,bemused,1,the,+,pianist,7,but,=,the,x1203,foreigner,6,acknowledged,+,the,3,weightlifter.,*,*,*,*,Was the guy kicked by the door?,J,first,three,Passive,implausible,141,1digit_2addition,noisy-single
G,7982,The student was knocked by the door and the bodyguard humiliated the inventor when the reverent escorted the dog.,The,student,was,knocked,by,the,door,and,the,bodyguard,humiliated,the,inventor,when,the,reverent,escorted,the,dog.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the student knocked by the door?,J,first,three,Passive,implausible,142,1digit_2addition,single
G,8001,The 5 higher-ups + dazzled 8 the = chief x1281 and 8 the + manager 6 allocated = the x1282 employees 8 the + tasks 2 but = the x1283 intruder 5 investigated + the 9 parachutist.,The,5,higher-ups,+,dazzled,8,the,=,chief,x1281,and,8,the,+,manager,6,allocated,=,the,x1282,employees,8,the,+,tasks,2,but,=,the,x1283,intruder,5,investigated,+,the,9,parachutist.,*,*,*,*,Did the manager allocate the employees the tasks?,J,second,three,DoubleObjectConstruction,plausible,161,1digit_2addition,dual
G,8002,The 9 scout + awakened 2 the = figure-skater x1285 and 2 the + lady 9 assigned = the x1286 assistant 6 the + project 4 when = the x1287 bassist 5 befuddled + the 6 dictator.,The,9,scout,+,awakened,2,the,=,figure-skater,x1285,and,2,the,+,lady,9,assigned,=,the,x1286,assistant,6,the,+,project,4,when,=,the,x1287,bassist,5,befuddled,+,the,6,dictator.,*,*,*,*,Did the lady assign the assistant the project?,J,second,three,DoubleObjectConstruction,plausible,162,1digit_2addition,noisy-single
G,8021,The instrumentalist observed the respondent and the cheerleader peeved the weatherman but the borrower owed the lender the money.,The,instrumentalist,observed,the,respondent,and,the,cheerleader,peeved,the,weatherman,but,the,borrower,owed,the,lender,the,money.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the borrower owe the lender the money?,J,third,three,DoubleObjectConstruction,plausible,181,1digit_2addition,single
G,11942,The 8 student + passed 6 the = assignment x6825 the 9 teacher + and 9 the = nominee x6826 escorted 1 the + grocer 9 when = the x6827 ranger 4 swindled + the 1 composer.,The,8,student,+,passed,6,the,=,assignment,x6825,the,9,teacher,+,and,9,the,=,nominee,x6826,escorted,1,the,+,grocer,9,when,=,the,x6827,ranger,4,swindled,+,the,1,composer.,*,*,*,*,Did the student pass the teacher the assignment?,F,first,three,DoubleObjectConstruction,implausible,182,1digit_2addition,dual
G,11961,The 8 yodeler + forgived 8 the = fieldworker x6901 and 7 the + manager 3 allocated = the x6902 budget 9 the + department 8 but = the x6903 shoemaker 5 welcomed + the 8 midwife.,The,8,yodeler,+,forgived,8,the,=,fieldworker,x6901,and,7,the,+,manager,3,allocated,=,the,x6902,budget,9,the,+,department,8,but,=,the,x6903,shoemaker,5,welcomed,+,the,8,midwife.,*,*,*,*,Did the manager allocate the department the budget?,F,second,three,DoubleObjectConstruction,implausible,201,1digit_2addition,noisy-single
G,11962,The midfielder provoked the salesman and the teacher assigned the homework the students when the sorcerer befuddled the envoy.,The,midfielder,provoked,the,salesman,and,the,teacher,assigned,the,homework,the,students,when,the,sorcerer,befuddled,the,envoy.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the teacher assign the students the homework?,F,second,three,DoubleObjectConstruction,implausible,202,1digit_2addition,single
G,11901,The 4 champion + deceived 7 the = rival x6661 and 6 the + debtor 9 owed = the x6662 creditor 6 the + debt 9 but = the x6663 hypnotist 8 suspected + the 8 diva.,The,4,champion,+,deceived,7,the,=,rival,x6661,and,6,the,+,debtor,9,owed,=,the,x6662,creditor,6,the,+,debt,9,but,=,the,x6663,hypnotist,8,suspected,+,the,8,diva.,*,*,*,*,Did the debtor owe the debt the creditor?,F,second,three,DoubleObjectConstruction,plausible,221,1digit_2addition,dual
G,11902,The 5 composer + noticed 1 the = ophthalmologist x6665 and 6 the + student 8 passed = the x6666 classmate 7 the + note 4 when = the x6667 flora 7 soothed + the 9 translator.,The,5,composer,+,noticed,1,the,=,ophthalmologist,x6665,and,6,the,+,student,8,passed,=,the,x6666,classmate,7,the,+,note,4,when,=,the,x6667,flora,7,soothed,+,the,9,translator.,*,*,*,*,Did the student pass the note the classmate?,F,second,three,DoubleObjectConstruction,plausible,222,1digit_2addition,noisy-single
G,12001,The manager allocated the tasks to the employees and the optimist teased the miser but the vagrant goaded the goalie.,The,manager,allocated,the,tasks,to,the,employees,and,the,optimist,teased,the,miser,but,the,vagrant,goaded,the,goalie.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the employees to the tasks?,F,first,three,DativeConstruction,plausible,241,1digit_2addition,single
G,8242,The 5 shopper + exhausted 2 the = drummer x2245 and 6 the + lady 3 assigned = the x2246 assistant 8 to + the 8 project = when x2247 the 5 character + observed 9 the = coroner.,The,5,shopper,+,exhausted,2,the,=,drummer,x2245,and,6,the,+,lady,3,assigned,=,the,x2246,assistant,8,to,+,the,8,project,=,when,x2247,the,5,character,+,observed,9,the,=,coroner.,*,*,Did the lady assign the assistant to the project?,J,second,three,DativeConstruction,implausible,242,1digit_2addition,dual
G,8261,The 6 physicist + interviewed 6 the = arbitrator x2321 and 6 the + cabbie 2 strangled = the x2322 shrink 8 but + the 2 borrower = owed x2323 the 5 lender + to 7 the = money x2324 .,The,6,physicist,+,interviewed,6,the,=,arbitrator,x2321,and,6,the,+,cabbie,2,strangled,=,the,x2322,shrink,8,but,+,the,2,borrower,=,owed,x2323,the,5,lender,+,to,7,the,=,money,x2324,.,Did the borrower owe the lender to the money?,J,third,three,DativeConstruction,implausible,261,1digit_2addition,noisy-single
G,8262,The trespasser distracted the quarterback and the milkman healed the wife when the student passed the teacher to the assignment .,The,trespasser,distracted,the,quarterback,and,the,milkman,healed,the,wife,when,the,student,passed,the,teacher,to,the,assignment,.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the teacher to the assignment?,J,third,three,DativeConstruction,implausible,262,1digit_2addition,single
G,8201,The 7 cardinal + encountered 2 the = translator x2081 and 1 the + psychic 1 baffled = the x2082 evangelist 7 but + the 3 manager = allocated x2083 the 9 budget + to 1 the = department.,The,7,cardinal,+,encountered,2,the,=,translator,x2081,and,1,the,+,psychic,1,baffled,=,the,x2082,evangelist,7,but,+,the,3,manager,=,allocated,x2083,the,9,budget,+,to,1,the,=,department.,*,*,Did the manager allocate the budget to the department?,J,third,three,DativeConstruction,plausible,281,1digit_2addition,dual
G,8202,The 6 kleptomaniac + represented 6 the = spy x2085 and 2 the + linguist 8 baffled = the x2086 german 8 when + the 8 teacher = assigned x2087 the 9 homework + to 4 the = students.,The,6,kleptomaniac,+,represented,6,the,=,spy,x2085,and,2,the,+,linguist,8,baffled,=,the,x2086,german,8,when,+,the,8,teacher,=,assigned,x2087,the,9,homework,+,to,4,the,=,students.,*,*,Did the teacher assign the homework to the students?,J,third,three,DativeConstruction,plausible,282,1digit_2addition,noisy-single
G,8221,The debtor owed the debt to the creditor and the webmaster isolated the encroacher but the gourmand compensated the figure-skater.,The,debtor,owed,the,debt,to,the,creditor,and,the,webmaster,isolated,the,encroacher,but,the,gourmand,compensated,the,figure-skater.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the debtor owe the debt to the creditor?,J,first,three,DativeConstruction,plausible,301,1digit_2addition,single
G,12142,The 8 capitalist + provoked 9 the = embezzler x7645 and 1 the + student 2 passed = the x7646 classmate 5 to + the 7 note = when x7647 the 7 dean + exhausted 8 the = emperor.,The,8,capitalist,+,provoked,9,the,=,embezzler,x7645,and,1,the,+,student,2,passed,=,the,x7646,classmate,5,to,+,the,7,note,=,when,x7647,the,7,dean,+,exhausted,8,the,=,emperor.,*,*,Did the student pass the note to the classmate?,F,second,three,DativeConstruction,implausible,302,1digit_2addition,dual
G,12241,The 9 chef + baked 9 the = cookies x8041 the 6 child + and 4 the = motorcyclist x8042 tailgated 8 the + signatory 6 but = the x8043 psychopath 4 invoiced + the 7 protagonist.,The,9,chef,+,baked,9,the,=,cookies,x8041,the,6,child,+,and,4,the,=,motorcyclist,x8042,tailgated,8,the,+,signatory,6,but,=,the,x8043,psychopath,4,invoiced,+,the,7,protagonist.,*,*,*,*,Did the chef bake the child the cookies?,F,first,three,BenefactiveDoubleObjectConstruction,implausible,321,1digit_2addition,noisy-single
G,12242,The agent booked the flight the traveler and the housemaid raved the jock when the geophysicist tailgated the chief.,The,agent,booked,the,flight,the,traveler,and,the,housemaid,raved,the,jock,when,the,geophysicist,tailgated,the,chief.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the agent book the traveler the flight?,F,first,three,BenefactiveDoubleObjectConstruction,implausible,322,1digit_2addition,single
G,12181,The 8 thief + stole 2 the = criminal x7801 the 4 item + and 5 the = composer x7802 forgived 1 the + lunatic 9 but = the x7803 conductor 2 saluted + the 2 creditor.,The,8,thief,+,stole,2,the,=,criminal,x7801,the,4,item,+,and,5,the,=,composer,x7802,forgived,1,the,+,lunatic,9,but,=,the,x7803,conductor,2,saluted,+,the,2,creditor.,*,*,*,*,Did the thief steal the item the criminal?,F,first,three,BenefactiveDoubleObjectConstruction,plausible,341,1digit_2addition,dual
G,12182,The 1 roommate + washed 3 the = friend x7805 the 6 dish + and 7 the = arbitrator x7806 rated 9 the + go-between 7 when = the x7807 obstetrician 7 begrudged + the 7 courier.,The,1,roommate,+,washed,3,the,=,friend,x7805,the,6,dish,+,and,7,the,=,arbitrator,x7806,rated,9,the,+,go-between,7,when,=,the,x7807,obstetrician,7,begrudged,+,the,7,courier.,*,*,*,*,Did the roommate wash the dish the friend?,F,first,three,BenefactiveDoubleObjectConstruction,plausible,342,1digit_2addition,noisy-single
G,12201,The coroner shamed the mutineer and the maid cleaned the siblings the rooms but the sharecropper cheated the sherpa.,The,coroner,shamed,the,mutineer,and,the,maid,cleaned,the,siblings,the,rooms,but,the,sharecropper,cheated,the,sherpa.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the maid clean the rooms the siblings?,F,second,three,BenefactiveDoubleObjectConstruction,plausible,361,1digit_2addition,single
G,8442,The 7 hero + singed 5 the = sherpa x3065 and 1 the + litigator 9 yelled = the x3066 patrolman 2 when + the 8 researcher = compiled x3067 the 7 report + the 1 team.,The,7,hero,+,singed,5,the,=,sherpa,x3065,and,1,the,+,litigator,9,yelled,=,the,x3066,patrolman,2,when,+,the,8,researcher,=,compiled,x3067,the,7,report,+,the,1,team.,*,*,*,*,Did the researcher compile the report the team?,J,third,three,BenefactiveDoubleObjectConstruction,implausible,362,1digit_2addition,dual
G,8461,The 8 conservationist + saved 7 the = nuts x3141 the 2 squirrel + and 1 the = figure-skater x3142 avoided 4 the + hippie 5 but = the x3143 psychic 3 snubed + the 6 matador.,The,8,conservationist,+,saved,7,the,=,nuts,x3141,the,2,squirrel,+,and,1,the,=,figure-skater,x3142,avoided,4,the,+,hippie,5,but,=,the,x3143,psychic,3,snubed,+,the,6,matador.,*,*,*,*,Did the conservationist save the nuts the squirrel?,J,first,three,BenefactiveDoubleObjectConstruction,implausible,381,1digit_2addition,noisy-single
G,8462,The owner secured the leash the dog and the yodeler misquoted the cartographer when the parent defeated the hippie.,The,owner,secured,the,leash,the,dog,and,the,yodeler,misquoted,the,cartographer,when,the,parent,defeated,the,hippie.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the owner secure the leash the dog?,J,first,three,BenefactiveDoubleObjectConstruction,implausible,382,1digit_2addition,single
G,8481,The 1 rancher + investigated 5 the = sniper x3221 and 3 the + chef 1 baked = the x3222 cookies 1 for + the 7 child = but x3223 the 4 taxpayer + reimbursed 9 the = dealer.,The,1,rancher,+,investigated,5,the,=,sniper,x3221,and,3,the,+,chef,1,baked,=,the,x3222,cookies,1,for,+,the,7,child,=,but,x3223,the,4,taxpayer,+,reimbursed,9,the,=,dealer.,*,*,Did the chef bake the cookies for the child?,J,second,three,BenefactiveFor,plausible,401,1digit_2addition,dual
G,8482,The 9 editor + faced 9 the = hoodlum x3225 and 8 the + agent 4 booked = the x3226 flight 1 for + the 8 traveler = when x3227 the 8 emperor + naged 8 the = opportunist.,The,9,editor,+,faced,9,the,=,hoodlum,x3225,and,8,the,+,agent,4,booked,=,the,x3226,flight,1,for,+,the,8,traveler,=,when,x3227,the,8,emperor,+,naged,8,the,=,opportunist.,*,*,Did the agent book the flight for the traveler?,J,second,three,BenefactiveFor,plausible,402,1digit_2addition,noisy-single
G,8501,The survivor esteemed the spokeswoman and the deacon mystified the interpreter but the thief stole the item for the criminal.,The,survivor,esteemed,the,spokeswoman,and,the,deacon,mystified,the,interpreter,but,the,thief,stole,the,item,for,the,criminal.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the thief steal the item for the criminal?,J,third,three,BenefactiveFor,plausible,421,1digit_2addition,single
G,12422,The 4 roommate + washed 2 the = friend x8765 for 5 the + dish 5 and = the x8766 ceo 5 insulted + the 1 chiseler = when x8767 the 3 logician + maddened 4 the = optimist.,The,4,roommate,+,washed,2,the,=,friend,x8765,for,5,the,+,dish,5,and,=,the,x8766,ceo,5,insulted,+,the,1,chiseler,=,when,x8767,the,3,logician,+,maddened,4,the,=,optimist.,*,*,Did the roommate wash the dish for the friend?,F,first,three,BenefactiveFor,implausible,422,1digit_2addition,dual
G,12441,The 8 geophysicist + compensated 8 the = renegade x8841 and 3 the + maid 3 cleaned = the x8842 siblings 1 for + the 2 rooms = but x8843 the 6 loyalist + applauded 7 the = jock.,The,8,geophysicist,+,compensated,8,the,=,renegade,x8841,and,3,the,+,maid,3,cleaned,=,the,x8842,siblings,1,for,+,the,2,rooms,=,but,x8843,the,6,loyalist,+,applauded,7,the,=,jock.,*,*,Did the maid clean the rooms for the siblings?,F,second,three,BenefactiveFor,implausible,441,1digit_2addition,noisy-single
G,12442,The bidder pated the juggler and the researcher compiled the team for the report when the barrister pacified the extremist.,The,bidder,pated,the,juggler,and,the,researcher,compiled,the,team,for,the,report,when,the,barrister,pacified,the,extremist.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the researcher compile the report for the team?,F,second,three,BenefactiveFor,implausible,442,1digit_2addition,single
G,12381,The 6 carrier + defeated 5 the = maverick x8601 and 8 the + conservationist 9 saved = the x8602 nuts 5 for + the 3 squirrel = but x8603 the 2 appraiser + represented 6 the = yardman.,The,6,carrier,+,defeated,5,the,=,maverick,x8601,and,8,the,+,conservationist,9,saved,=,the,x8602,nuts,5,for,+,the,3,squirrel,=,but,x8603,the,2,appraiser,+,represented,6,the,=,yardman.,*,*,Did the conservationist save the squirrel for the nuts?,F,second,three,BenefactiveFor,plausible,461,1digit_2addition,dual
G,12382,The 9 linguist + inspired 7 the = hunter x8605 and 5 the + owner 7 secured = the x8606 leash 1 for + the 7 dog = when x8607 the 1 pawnbroker + advised 8 the = milkman.,The,9,linguist,+,inspired,7,the,=,hunter,x8605,and,5,the,+,owner,7,secured,=,the,x8606,leash,1,for,+,the,7,dog,=,when,x8607,the,1,pawnbroker,+,advised,8,the,=,milkman.,*,*,Did the owner secure the dog for the leash?,F,second,three,BenefactiveFor,plausible,462,1digit_2addition,noisy-single
G,12481,The artist admired the masterpiece and the brewer enraged the hotelier but the watchman isolated the despot.,The,artist,admired,the,masterpiece,and,the,brewer,enraged,the,hotelier,but,the,watchman,isolated,the,despot.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the masterpiece admire the artist?,F,first,three,ExperienerSubject,plausible,481,1digit_2addition,single
G,8722,The 5 usurper + avoided 9 the = doomsayer x4185 and 5 the + toy 4 adored = the x4186 child 7 when + the 2 midwife = neglected x4187 the 2 bride.,The,5,usurper,+,avoided,9,the,=,doomsayer,x4185,and,5,the,+,toy,4,adored,=,the,x4186,child,7,when,+,the,2,midwife,=,neglected,x4187,the,2,bride.,*,*,*,*,*,*,*,*,Did the toy adore the child?,J,second,three,ExperienerSubject,implausible,482,1digit_2addition,dual
G,8741,The 8 flora + related 7 the = branch x4261 and 4 the + stableman 5 plagiarized = the x4262 athlete 6 but + the 2 artifact = venerated x4263 the 5 archaeologist.,The,8,flora,+,related,7,the,=,branch,x4261,and,4,the,+,stableman,5,plagiarized,=,the,x4262,athlete,6,but,+,the,2,artifact,=,venerated,x4263,the,5,archaeologist.,*,*,*,*,*,*,*,*,Did the artifact venerate the archaeologist?,J,third,three,ExperienerSubject,implausible,501,1digit_2addition,noisy-single
G,8742,The counterfeiter reimbursed the refugee and the orthopedist screamed the cabbie when the painting wanted the collector.,The,counterfeiter,reimbursed,the,refugee,and,the,orthopedist,screamed,the,cabbie,when,the,painting,wanted,the,collector.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the painting want the collector?,J,third,three,ExperienerSubject,implausible,502,1digit_2addition,single
G,8681,The 5 astronaut + pated 1 the = porter x4021 and 2 the + sharpshooter 8 reassured = the x4022 janitor 1 but + the 2 student = admired x4023 the 4 sculpture.,The,5,astronaut,+,pated,1,the,=,porter,x4021,and,2,the,+,sharpshooter,8,reassured,=,the,x4022,janitor,1,but,+,the,2,student,=,admired,x4023,the,4,sculpture.,*,*,*,*,*,*,*,*,Did the student admire the sculpture?,J,third,three,ExperienerSubject,plausible,521,1digit_2addition,dual
G,8682,The 4 fortune-teller + soothed 1 the = accuser x4025 and 9 the + typesetter 1 overcharged = the x4026 trustee 7 when + the 1 kid = adored x4027 the 3 doll.,The,4,fortune-teller,+,soothed,1,the,=,accuser,x4025,and,9,the,+,typesetter,1,overcharged,=,the,x4026,trustee,7,when,+,the,1,kid,=,adored,x4027,the,3,doll.,*,*,*,*,*,*,*,*,Did the kid adore the doll?,J,third,three,ExperienerSubject,plausible,522,1digit_2addition,noisy-single
G,8701,The pilgrim venerated the shrine and the miner repulsed the co-worker but the prima_donna provoked the rustler.,The,pilgrim,venerated,the,shrine,and,the,miner,repulsed,the,co-worker,but,the,prima_donna,provoked,the,rustler.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the pilgrim venerate the shrine?,J,first,three,ExperienerSubject,plausible,541,1digit_2addition,single
G,12622,The 4 orthopedist + filmed 5 the = socialite x9565 and 2 the + adventure 4 wanted = the x9566 explorer 7 when + the 8 creditor = accused x9567 the 8 surfer.,The,4,orthopedist,+,filmed,5,the,=,socialite,x9565,and,2,the,+,adventure,4,wanted,=,the,x9566,explorer,7,when,+,the,8,creditor,=,accused,x9567,the,8,surfer.,*,*,*,*,*,*,*,*,Did the explorer want the adventure?,F,second,three,ExperienerSubject,implausible,542,1digit_2addition,dual
